"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CONECUH","035","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","565","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","ESCAMBIA","053","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","719","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MOBILE","097","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,216","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MONROE","099","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","717","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WASHINGTON","129","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","755","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WILCOX","131","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","571","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","BLOUNT","009","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,057","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CALHOUN","015","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,150","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CHEROKEE","019","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,109","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CLEBURNE","029","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","666","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CULLMAN","043","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","3,191","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","DE KALB","049","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","3,328","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","ETOWAH","055","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,391","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","JACKSON","071","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,413","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","MARSHALL","095","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,487","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","SAINT CLAIR","115","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","779","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","COLBERT","033","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,111","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","FRANKLIN","059","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,222","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAUDERDALE","077","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,373","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAWRENCE","079","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,111","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LIMESTONE","083","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,012","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MADISON","089","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,712","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MARION","093","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","938","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MORGAN","103","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,091","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","WINSTON","133","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","775","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","BIBB","007","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","369","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHAMBERS","017","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","617","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHILTON","021","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","947","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CLAY","027","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","770","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","COOSA","037","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","359","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","FAYETTE","057","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","617","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","JEFFERSON","073","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","545","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LAMAR","075","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","470","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LEE","081","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","483","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","PICKENS","107","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","741","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","RANDOLPH","111","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,041","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","SHELBY","117","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","839","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLADEGA","121","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","949","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLAPOOSA","123","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","596","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TUSCALOOSA","125","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,005","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","WALKER","127","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","883","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","BARBOUR","005","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","886","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","COFFEE","031","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,430","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","COVINGTON","039","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,594","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","CRENSHAW","041","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","987","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","DALE","045","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","808","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","GENEVA","061","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,266","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","HENRY","067","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","875","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","HOUSTON","069","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,265","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","PIKE","109","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,048","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","RUSSELL","113","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","570","16.1"
"CENSUS","2017","END OF DEC","","COUNTY","ALASKA","02","KENAI PENINSULA","30","KENAI PENINSULA","","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","242","1.2"
"CENSUS","2017","END OF DEC","","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE","20","ANCHORAGE","","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","491","1.2"
"CENSUS","2017","END OF DEC","","COUNTY","ALASKA","02","SOUTHEAST","40","JUNEAU","","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","19","(L)"
"CENSUS","2017","END OF DEC","","COUNTY","ALASKA","02","SOUTHWEST & WEST","50","ALEUTIAN ISLANDS","","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","18","(L)"
"CENSUS","2017","END OF DEC","","COUNTY","ALASKA","02","TANANA VALLEY","10","FAIRBANKS NORTH STAR","","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","419","1.2"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","APACHE","001","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,420","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","COCONINO","005","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","377","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","GILA","007","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","250","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","MOHAVE","015","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","296","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","750","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","866","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","COCHISE","003","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,437","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","GRAHAM","009","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","661","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","GREENLEE","011","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","174","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","LAPAZ","012","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","432","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","3,205","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","PIMA","019","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","602","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,661","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","SANTA CRUZ","023","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","220","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","YUMA","027","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,455","31.3"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","CONWAY","029","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,469","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","FAULKNER","045","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,936","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","GARLAND","051","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","502","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","GRANT","053","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","453","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","HOT SPRING","059","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","940","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","PERRY","105","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","743","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","PULASKI","119","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","696","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","SALINE","125","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","620","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","ARKANSAS","001","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,272","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CRITTENDEN","035","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","667","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CROSS","037","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","898","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LEE","077","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","562","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LONOKE","085","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,690","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","MONROE","095","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","519","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PHILLIPS","107","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","624","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PRAIRIE","117","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","971","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","SAINT FRANCIS","123","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","655","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","WOODRUFF","147","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","565","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","BAXTER","005","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","747","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","CLEBURNE","023","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,130","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","FULTON","049","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,310","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","IZARD","065","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,046","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","MARION","089","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","860","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","SEARCY","129","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","952","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","SHARP","135","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,018","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","STONE","137","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","965","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","VAN BUREN","141","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","976","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","CLAY","021","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,289","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","CRAIGHEAD","031","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,201","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","GREENE","055","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,358","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","INDEPENDENCE","063","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,532","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","JACKSON","067","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","970","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","LAWRENCE","075","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,222","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","MISSISSIPPI","093","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","884","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","POINSETT","111","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","996","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","RANDOLPH","121","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,247","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","WHITE","145","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,779","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","BENTON","007","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","3,064","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","BOONE","009","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,934","17.9"
"CENSUS","2017","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","CARROLL","015","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","1,973","17.9"
