"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MOBILE","097","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,760,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MONROE","099","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,133,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WASHINGTON","129","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,579,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WILCOX","131","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","991,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","BLOUNT","009","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,762,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CALHOUN","015","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,778,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CHEROKEE","019","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,786,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CLEBURNE","029","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,321,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CULLMAN","043","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","6,780,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","DE KALB","049","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","10,471,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","ETOWAH","055","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,103,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","JACKSON","071","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,741,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","MARSHALL","095","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","6,611,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","SAINT CLAIR","115","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,146,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","COLBERT","033","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,968,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","FRANKLIN","059","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,916,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAUDERDALE","077","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,545,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAWRENCE","079","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","5,233,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LIMESTONE","083","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","5,854,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MADISON","089","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,095,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MARION","093","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,397,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MORGAN","103","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,570,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","WINSTON","133","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","811,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","BIBB","007","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","431,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHAMBERS","017","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","796,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHILTON","021","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,357,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CLAY","027","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,514,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","COOSA","037","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","364,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","FAYETTE","057","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,272,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","JEFFERSON","073","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","513,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LAMAR","075","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","568,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LEE","081","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","980,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","PICKENS","107","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,074,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","RANDOLPH","111","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,452,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","SHELBY","117","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","845,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLADEGA","121","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,472,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLAPOOSA","123","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,009,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TUSCALOOSA","125","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,178,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","WALKER","127","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,415,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","BARBOUR","005","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,527,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COFFEE","031","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,771,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COVINGTON","039","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,828,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","CRENSHAW","041","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,276,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","DALE","045","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,885,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","GENEVA","061","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,518,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HENRY","067","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,078,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HOUSTON","069","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,025,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","PIKE","109","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,013,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","RUSSELL","113","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,347,000","20.4"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","KENAI PENINSULA","30","KENAI PENINSULA","","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","456,000","1.3"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE","20","ANCHORAGE","","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,513,000","1.3"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","SOUTHEAST","40","JUNEAU","","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","438,000","1.3"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","SOUTHWEST & WEST","50","ALEUTIAN ISLANDS","","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","91,000","(L)"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","TANANA VALLEY","10","FAIRBANKS NORTH STAR","","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,095,000","1.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","APACHE","001","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","10,180,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","COCONINO","005","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","5,692,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","GILA","007","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,033,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","MOHAVE","015","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,834,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","7,978,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,283,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","COCHISE","003","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","8,487,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","GRAHAM","009","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,671,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","GREENLEE","011","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","594,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","LAPAZ","012","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","8,235,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","30,832,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PIMA","019","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,065,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","23,859,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","SANTA CRUZ","023","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,046,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","YUMA","027","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","56,304,000","6.7"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","CONWAY","029","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,069,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","FAULKNER","045","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,171,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","GARLAND","051","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","554,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","GRANT","053","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","587,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","HOT SPRING","059","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","917,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","PERRY","105","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","2,319,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","PULASKI","119","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,433,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","SALINE","125","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","674,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","ARKANSAS","001","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","12,009,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CRITTENDEN","035","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","9,819,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CROSS","037","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","10,768,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LEE","077","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","6,537,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LONOKE","085","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","10,828,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","MONROE","095","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","7,346,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PHILLIPS","107","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","8,877,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PRAIRIE","117","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","9,146,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","SAINT FRANCIS","123","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","8,445,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","WOODRUFF","147","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","8,356,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","BAXTER","005","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","813,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","CLEBURNE","023","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,457,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","FULTON","049","","","00000000","","FUELS","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,800,000","21.9"
