yr,st,st_ansi,cty,cty_ansi,zip,netinc,st_cty_yr,fertilizer,fuel,labor,land,machinery,tractors,trucks
2017,ALABAMA,1,CALHOUN,15.0,,"20,414,000",ALABAMA_CALHOUN_2017,"2,023,000","3,778,000","4,735,000","28,470","47,633,000","1,150","1,104"
2017,ALABAMA,1,CHEROKEE,19.0,,"47,635,000",ALABAMA_CHEROKEE_2017,"7,081,000","3,786,000","3,914,000","72,801","66,518,000","1,109","1,123"
2017,ALABAMA,1,CHEROKEE,19.0,,"47,635,000",ALABAMA_CHEROKEE_2017,"7,081,000","3,786,000","6,141,000","72,801","66,518,000","1,109","1,123"
2017,ALABAMA,1,CLEBURNE,29.0,,"36,257,000",ALABAMA_CLEBURNE_2017,"733,000","1,321,000","755,000","8,949","22,848,000",666,645
2017,ALABAMA,1,CLEBURNE,29.0,,"36,257,000",ALABAMA_CLEBURNE_2017,"733,000","1,321,000","2,479,000","8,949","22,848,000",666,645
2017,ALABAMA,1,CULLMAN,43.0,,"147,327,000",ALABAMA_CULLMAN_2017,"4,796,000","6,780,000","2,378,000","60,878","138,041,000","3,191","3,118"
2017,ALABAMA,1,CULLMAN,43.0,,"147,327,000",ALABAMA_CULLMAN_2017,"4,796,000","6,780,000","8,581,000","60,878","138,041,000","3,191","3,118"
2017,ALABAMA,1,DE KALB,49.0,,"151,503,000",ALABAMA_DE KALB_2017,"7,010,000","10,471,000","6,191,000","91,495","171,106,000","3,328","3,585"
2017,ALABAMA,1,DE KALB,49.0,,"151,503,000",ALABAMA_DE KALB_2017,"7,010,000","10,471,000","13,617,000","91,495","171,106,000","3,328","3,585"
2017,ALABAMA,1,ETOWAH,55.0,,"22,847,000",ALABAMA_ETOWAH_2017,"3,030,000","3,103,000","721,000","24,753","64,528,000","1,391","1,310"
2017,ALABAMA,1,ETOWAH,55.0,,"22,847,000",ALABAMA_ETOWAH_2017,"3,030,000","3,103,000","1,841,000","24,753","64,528,000","1,391","1,310"
2017,ALABAMA,1,JACKSON,71.0,,"45,697,000",ALABAMA_JACKSON_2017,"7,773,000","3,741,000","903,000","95,474","117,055,000","2,413","2,450"
2017,ALABAMA,1,JACKSON,71.0,,"45,697,000",ALABAMA_JACKSON_2017,"7,773,000","3,741,000","2,802,000","95,474","117,055,000","2,413","2,450"
2017,ALABAMA,1,MARSHALL,95.0,,"68,992,000",ALABAMA_MARSHALL_2017,"3,554,000","6,611,000","2,485,000","44,894","125,584,000","2,487","2,354"
2017,ALABAMA,1,MARSHALL,95.0,,"68,992,000",ALABAMA_MARSHALL_2017,"3,554,000","6,611,000","7,399,000","44,894","125,584,000","2,487","2,354"
2017,ALABAMA,1,SAINT CLAIR,115.0,,"15,300,000",ALABAMA_SAINT CLAIR_2017,"1,343,000","1,146,000","420,000","14,424","37,757,000",779,731
2017,ALABAMA,1,SAINT CLAIR,115.0,,"15,300,000",ALABAMA_SAINT CLAIR_2017,"1,343,000","1,146,000","2,185,000","14,424","37,757,000",779,731
2017,ALABAMA,1,COLBERT,33.0,,"9,323,000",ALABAMA_COLBERT_2017,"9,024,000","2,968,000","1,457,000","85,790","62,196,000","1,111","1,070"
2017,ALABAMA,1,COLBERT,33.0,,"9,323,000",ALABAMA_COLBERT_2017,"9,024,000","2,968,000","2,525,000","85,790","62,196,000","1,111","1,070"
2017,ALABAMA,1,FRANKLIN,59.0,,"35,263,000",ALABAMA_FRANKLIN_2017,"2,096,000","2,916,000","1,879,000","32,410","61,370,000","1,222","1,158"
2017,ALABAMA,1,FRANKLIN,59.0,,"35,263,000",ALABAMA_FRANKLIN_2017,"2,096,000","2,916,000","2,901,000","32,410","61,370,000","1,222","1,158"
2017,ALABAMA,1,LAUDERDALE,77.0,,"9,169,000",ALABAMA_LAUDERDALE_2017,"9,289,000","3,545,000","1,421,000","108,970","111,804,000","2,373","2,122"
2017,ALABAMA,1,LAUDERDALE,77.0,,"9,169,000",ALABAMA_LAUDERDALE_2017,"9,289,000","3,545,000","4,221,000","108,970","111,804,000","2,373","2,122"
2017,ALABAMA,1,LAWRENCE,79.0,,"55,253,000",ALABAMA_LAWRENCE_2017,"10,547,000","5,233,000","3,624,000","120,799","140,849,000","2,111","2,039"
2017,ALABAMA,1,LAWRENCE,79.0,,"55,253,000",ALABAMA_LAWRENCE_2017,"10,547,000","5,233,000","7,456,000","120,799","140,849,000","2,111","2,039"
2017,ALABAMA,1,LIMESTONE,83.0,,"35,007,000",ALABAMA_LIMESTONE_2017,"12,776,000","5,854,000","2,642,000","151,108","127,135,000","2,012","1,827"
2017,ALABAMA,1,LIMESTONE,83.0,,"35,007,000",ALABAMA_LIMESTONE_2017,"12,776,000","5,854,000","5,804,000","151,108","127,135,000","2,012","1,827"
2017,ALABAMA,1,MADISON,89.0,,"7,831,000",ALABAMA_MADISON_2017,"10,896,000","4,095,000","2,493,000","131,529","113,200,000","1,712","1,656"
2017,ALABAMA,1,MADISON,89.0,,"7,831,000",ALABAMA_MADISON_2017,"10,896,000","4,095,000","5,095,000","131,529","113,200,000","1,712","1,656"
2017,ALABAMA,1,MARION,93.0,,"33,580,000",ALABAMA_MARION_2017,"1,046,000","1,397,000","252,000","20,310","36,588,000",938,886
2017,ALABAMA,1,MARION,93.0,,"33,580,000",ALABAMA_MARION_2017,"1,046,000","1,397,000","781,000","20,310","36,588,000",938,886
2017,ALABAMA,1,MORGAN,103.0,,"17,769,000",ALABAMA_MORGAN_2017,"4,479,000","4,570,000","870,000","45,885","76,534,000","2,091","1,713"
2017,ALABAMA,1,MORGAN,103.0,,"17,769,000",ALABAMA_MORGAN_2017,"4,479,000","4,570,000","4,473,000","45,885","76,534,000","2,091","1,713"
2017,ALABAMA,1,WINSTON,133.0,,"7,878,000",ALABAMA_WINSTON_2017,"819,000","811,000","12,000","11,895","28,868,000",775,658
2017,ALABAMA,1,WINSTON,133.0,,"7,878,000",ALABAMA_WINSTON_2017,"819,000","811,000","142,000","11,895","28,868,000",775,658
2017,ALABAMA,1,BIBB,7.0,,"-338,000",ALABAMA_BIBB_2017,"1,052,000","431,000","316,000","15,823","14,074,000",369,298
2017,ALABAMA,1,BIBB,7.0,,"-338,000",ALABAMA_BIBB_2017,"1,052,000","431,000","412,000","15,823","14,074,000",369,298
2017,ALABAMA,1,CHAMBERS,17.0,,"-395,000",ALABAMA_CHAMBERS_2017,"1,492,000","796,000","1,002,000","12,486","20,372,000",617,575
2017,ALABAMA,1,CHAMBERS,17.0,,"-395,000",ALABAMA_CHAMBERS_2017,"1,492,000","796,000","1,445,000","12,486","20,372,000",617,575
2017,ALABAMA,1,CHILTON,21.0,,"-742,000",ALABAMA_CHILTON_2017,"1,468,000","1,357,000","524,000","21,995","35,531,000",947,815
2017,ALABAMA,1,CHILTON,21.0,,"-742,000",ALABAMA_CHILTON_2017,"1,468,000","1,357,000","2,022,000","21,995","35,531,000",947,815
2017,ALABAMA,1,CLAY,27.0,,"24,586,000",ALABAMA_CLAY_2017,"886,000","1,514,000","391,000","12,210","32,722,000",770,708
2017,ALABAMA,1,CLAY,27.0,,"24,586,000",ALABAMA_CLAY_2017,"886,000","1,514,000","679,000","12,210","32,722,000",770,708
2017,ALABAMA,1,COOSA,37.0,,"-612,000",ALABAMA_COOSA_2017,"239,000","364,000", (D),"5,157","13,451,000",359,259
2017,ALABAMA,1,COOSA,37.0,,"-612,000",ALABAMA_COOSA_2017,"239,000","364,000","58,000","5,157","13,451,000",359,259
2017,ALABAMA,1,FAYETTE,57.0,,"4,935,000",ALABAMA_FAYETTE_2017,"2,458,000","1,272,000","473,000","20,950","25,710,000",617,522
2017,ALABAMA,1,FAYETTE,57.0,,"4,935,000",ALABAMA_FAYETTE_2017,"2,458,000","1,272,000","1,470,000","20,950","25,710,000",617,522
2017,ALABAMA,1,JEFFERSON,73.0,,"-2,314,000",ALABAMA_JEFFERSON_2017,"390,000","513,000","388,000","6,991","20,756,000",545,484
2017,ALABAMA,1,JEFFERSON,73.0,,"-2,314,000",ALABAMA_JEFFERSON_2017,"390,000","513,000","555,000","6,991","20,756,000",545,484
2017,ALABAMA,1,LAMAR,75.0,,"2,315,000",ALABAMA_LAMAR_2017,"718,000","568,000", (D),"12,006","17,161,000",470,365
2017,ALABAMA,1,LAMAR,75.0,,"2,315,000",ALABAMA_LAMAR_2017,"718,000","568,000","355,000","12,006","17,161,000",470,365
2017,ALABAMA,1,LEE,81.0,,"20,561,000",ALABAMA_LEE_2017,"5,917,000","980,000", (D),"8,981","30,028,000",483,457
2017,ALABAMA,1,LEE,81.0,,"20,561,000",ALABAMA_LEE_2017,"5,917,000","980,000","5,005,000","8,981","30,028,000",483,457
2017,ALABAMA,1,PICKENS,107.0,,"24,810,000",ALABAMA_PICKENS_2017,"2,014,000","2,074,000","1,214,000","27,117","36,558,000",741,603
2017,ALABAMA,1,PICKENS,107.0,,"24,810,000",ALABAMA_PICKENS_2017,"2,014,000","2,074,000","3,185,000","27,117","36,558,000",741,603
2017,ALABAMA,1,RANDOLPH,111.0,,"49,974,000",ALABAMA_RANDOLPH_2017,"1,954,000","3,452,000","576,000","19,723","58,360,000","1,041","1,019"
2017,ALABAMA,1,RANDOLPH,111.0,,"49,974,000",ALABAMA_RANDOLPH_2017,"1,954,000","3,452,000","1,467,000","19,723","58,360,000","1,041","1,019"
2017,ALABAMA,1,SHELBY,117.0,,"393,000",ALABAMA_SHELBY_2017,"1,456,000","845,000","2,348,000","26,226","30,921,000",839,598
2017,ALABAMA,1,SHELBY,117.0,,"393,000",ALABAMA_SHELBY_2017,"1,456,000","845,000","3,549,000","26,226","30,921,000",839,598
2017,ALABAMA,1,TALLADEGA,121.0,,"10,411,000",ALABAMA_TALLADEGA_2017,"2,309,000","1,472,000","1,466,000","29,984","50,415,000",949,757
2017,ALABAMA,1,TALLADEGA,121.0,,"10,411,000",ALABAMA_TALLADEGA_2017,"2,309,000","1,472,000","2,968,000","29,984","50,415,000",949,757
2017,ALABAMA,1,TALLAPOOSA,123.0,,"2,660,000",ALABAMA_TALLAPOOSA_2017,"1,015,000","1,009,000","206,000","8,540","20,886,000",596,523
2017,ALABAMA,1,TALLAPOOSA,123.0,,"2,660,000",ALABAMA_TALLAPOOSA_2017,"1,015,000","1,009,000","525,000","8,540","20,886,000",596,523
2017,ALABAMA,1,TUSCALOOSA,125.0,,"9,762,000",ALABAMA_TUSCALOOSA_2017,"1,133,000","1,178,000","561,000","23,491","34,651,000","1,005",778
2017,ALABAMA,1,TUSCALOOSA,125.0,,"9,762,000",ALABAMA_TUSCALOOSA_2017,"1,133,000","1,178,000","2,236,000","23,491","34,651,000","1,005",778
2017,ALABAMA,1,WALKER,127.0,,"16,730,000",ALABAMA_WALKER_2017,"980,000","1,415,000","175,000","15,954","43,736,000",883,807
2017,ALABAMA,1,WALKER,127.0,,"16,730,000",ALABAMA_WALKER_2017,"980,000","1,415,000","1,082,000","15,954","43,736,000",883,807
2017,ALABAMA,1,BARBOUR,5.0,,"31,379,000",ALABAMA_BARBOUR_2017,"2,304,000","2,527,000","1,468,000","37,304","43,339,000",886,726
2017,ALABAMA,1,BARBOUR,5.0,,"31,379,000",ALABAMA_BARBOUR_2017,"2,304,000","2,527,000","4,176,000","37,304","43,339,000",886,726
2017,ALABAMA,1,COFFEE,31.0,,"55,596,000",ALABAMA_COFFEE_2017,"4,394,000","3,771,000","2,641,000","64,258","70,260,000","1,430","1,323"
2017,ALABAMA,1,COFFEE,31.0,,"55,596,000",ALABAMA_COFFEE_2017,"4,394,000","3,771,000","5,656,000","64,258","70,260,000","1,430","1,323"
2017,ALABAMA,1,COVINGTON,39.0,,"38,106,000",ALABAMA_COVINGTON_2017,"5,295,000","2,828,000","2,256,000","54,263","72,010,000","1,594","1,402"
2017,ALABAMA,1,COVINGTON,39.0,,"38,106,000",ALABAMA_COVINGTON_2017,"5,295,000","2,828,000","3,664,000","54,263","72,010,000","1,594","1,402"
2017,ALABAMA,1,CRENSHAW,41.0,,"54,035,000",ALABAMA_CRENSHAW_2017,"1,416,000","3,276,000","457,000","23,616","53,205,000",987,920
2017,ALABAMA,1,CRENSHAW,41.0,,"54,035,000",ALABAMA_CRENSHAW_2017,"1,416,000","3,276,000","1,517,000","23,616","53,205,000",987,920
2017,ALABAMA,1,DALE,45.0,,"58,421,000",ALABAMA_DALE_2017,"3,461,000","2,885,000","944,000","52,506","48,631,000",808,730
2017,ALABAMA,1,DALE,45.0,,"58,421,000",ALABAMA_DALE_2017,"3,461,000","2,885,000","1,951,000","52,506","48,631,000",808,730
2017,ALABAMA,1,GENEVA,61.0,,"44,298,000",ALABAMA_GENEVA_2017,"6,593,000","4,518,000","1,265,000","81,700","81,237,000","1,266","1,173"
2017,ALABAMA,1,GENEVA,61.0,,"44,298,000",ALABAMA_GENEVA_2017,"6,593,000","4,518,000","4,426,000","81,700","81,237,000","1,266","1,173"
2017,ALABAMA,1,HENRY,67.0,,"43,742,000",ALABAMA_HENRY_2017,"4,433,000","3,078,000","1,611,000","74,181","67,119,000",875,746
2017,ALABAMA,1,HENRY,67.0,,"43,742,000",ALABAMA_HENRY_2017,"4,433,000","3,078,000","3,393,000","74,181","67,119,000",875,746
2017,ALABAMA,1,HOUSTON,69.0,,"13,188,000",ALABAMA_HOUSTON_2017,"9,510,000","4,025,000","1,122,000","85,934","71,738,000","1,265","1,104"
2017,ALABAMA,1,HOUSTON,69.0,,"13,188,000",ALABAMA_HOUSTON_2017,"9,510,000","4,025,000","5,086,000","85,934","71,738,000","1,265","1,104"
2017,ALABAMA,1,PIKE,109.0,,"37,551,000",ALABAMA_PIKE_2017,"2,986,000","3,013,000","1,150,000","40,591","51,768,000","1,048",877
2017,ALABAMA,1,PIKE,109.0,,"37,551,000",ALABAMA_PIKE_2017,"2,986,000","3,013,000","4,778,000","40,591","51,768,000","1,048",877
2017,ALABAMA,1,RUSSELL,113.0,,"4,046,000",ALABAMA_RUSSELL_2017,"2,559,000","1,347,000","1,700,000","31,151","26,693,000",570,427
2017,ALABAMA,1,RUSSELL,113.0,,"4,046,000",ALABAMA_RUSSELL_2017,"2,559,000","1,347,000","2,880,000","31,151","26,693,000",570,427
2017,ALASKA,2,KENAI PENINSULA,,,"-29,000",ALASKA_KENAI PENINSULA_2017,"305,000","456,000", (D),"3,796","12,968,000",242,299
2017,ALASKA,2,KENAI PENINSULA,,,"-29,000",ALASKA_KENAI PENINSULA_2017,"305,000","456,000","1,484,000","3,796","12,968,000",242,299
2017,ALASKA,2,ANCHORAGE,,,"11,305,000",ALASKA_ANCHORAGE_2017,"1,172,000","1,513,000","10,470,000","15,585","37,421,000",491,562
2017,ALASKA,2,ANCHORAGE,,,"11,305,000",ALASKA_ANCHORAGE_2017,"1,172,000","1,513,000","13,139,000","15,585","37,421,000",491,562
2017,ALASKA,2,JUNEAU,,,"1,581,000",ALASKA_JUNEAU_2017,"39,000","438,000","6,365,000",51,"13,518,000",19,75
2017,ALASKA,2,JUNEAU,,,"1,581,000",ALASKA_JUNEAU_2017,"39,000","438,000","7,427,000",51,"13,518,000",19,75
2017,ALASKA,2,ALEUTIAN ISLANDS,,,"691,000",ALASKA_ALEUTIAN ISLANDS_2017,"31,000","91,000","1,004,000","1,074","4,157,000",18,50
2017,ALASKA,2,ALEUTIAN ISLANDS,,,"691,000",ALASKA_ALEUTIAN ISLANDS_2017,"31,000","91,000","1,138,000","1,074","4,157,000",18,50
2017,ALASKA,2,FAIRBANKS NORTH STAR,,,"845,000",ALASKA_FAIRBANKS NORTH STAR_2017,"1,626,000","1,095,000", (D),"63,226","22,643,000",419,432
2017,ALASKA,2,FAIRBANKS NORTH STAR,,,"845,000",ALASKA_FAIRBANKS NORTH STAR_2017,"1,626,000","1,095,000","2,102,000","63,226","22,643,000",419,432
2017,ARIZONA,4,APACHE,1.0,,"-25,396,000",ARIZONA_APACHE_2017,"286,000","10,180,000","805,000","30,354","170,824,000","1,420","6,572"
2017,ARIZONA,4,APACHE,1.0,,"-25,396,000",ARIZONA_APACHE_2017,"286,000","10,180,000","2,058,000","30,354","170,824,000","1,420","6,572"
2017,ARIZONA,4,COCONINO,5.0,,"-4,378,000",ARIZONA_COCONINO_2017,"82,000","5,692,000","2,060,000","6,914","73,993,000",377,"2,563"
2017,ARIZONA,4,COCONINO,5.0,,"-4,378,000",ARIZONA_COCONINO_2017,"82,000","5,692,000","4,359,000","6,914","73,993,000",377,"2,563"
2017,ARIZONA,4,GILA,7.0,,"-748,000",ARIZONA_GILA_2017,"26,000","1,033,000", (D),"2,312","15,347,000",250,471
2017,ARIZONA,4,GILA,7.0,,"-748,000",ARIZONA_GILA_2017,"26,000","1,033,000","1,864,000","2,312","15,347,000",250,471
2017,ARIZONA,4,MOHAVE,15.0,,"5,908,000",ARIZONA_MOHAVE_2017,"2,315,000","1,834,000","755,000","30,724","30,455,000",296,561
2017,ARIZONA,4,MOHAVE,15.0,,"5,908,000",ARIZONA_MOHAVE_2017,"2,315,000","1,834,000","5,070,000","30,724","30,455,000",296,561
2017,ARIZONA,4,NAVAJO,17.0,,"-18,088,000",ARIZONA_NAVAJO_2017,"236,000","7,978,000", (D),"66,007","109,201,000",750,"4,227"
2017,ARIZONA,4,NAVAJO,17.0,,"-18,088,000",ARIZONA_NAVAJO_2017,"236,000","7,978,000","5,817,000","66,007","109,201,000",750,"4,227"
2017,ARIZONA,4,YAVAPAI,25.0,,"-7,933,000",ARIZONA_YAVAPAI_2017,"999,000","3,283,000","7,941,000","8,037","54,320,000",866,"1,347"
2017,ARIZONA,4,YAVAPAI,25.0,,"-7,933,000",ARIZONA_YAVAPAI_2017,"999,000","3,283,000","10,940,000","8,037","54,320,000",866,"1,347"
2017,ARIZONA,4,COCHISE,3.0,,"12,701,000",ARIZONA_COCHISE_2017,"13,055,000","8,487,000","6,169,000","152,855","107,258,000","1,437","1,969"
2017,ARIZONA,4,COCHISE,3.0,,"12,701,000",ARIZONA_COCHISE_2017,"13,055,000","8,487,000","15,128,000","152,855","107,258,000","1,437","1,969"
2017,ARIZONA,4,GRAHAM,9.0,,"8,137,000",ARIZONA_GRAHAM_2017,"5,014,000","3,671,000","4,566,000","52,368","48,239,000",661,641
2017,ARIZONA,4,GRAHAM,9.0,,"8,137,000",ARIZONA_GRAHAM_2017,"5,014,000","3,671,000","9,384,000","52,368","48,239,000",661,641
2017,ARIZONA,4,GREENLEE,11.0,,"1,736,000",ARIZONA_GREENLEE_2017,"462,000","594,000","723,000","4,954","9,412,000",174,230
2017,ARIZONA,4,GREENLEE,11.0,,"1,736,000",ARIZONA_GREENLEE_2017,"462,000","594,000","1,668,000","4,954","9,412,000",174,230
2017,ARIZONA,4,LAPAZ,12.0,,"11,345,000",ARIZONA_LAPAZ_2017,"12,134,000","8,235,000","2,778,000","102,644","46,967,000",432,517
2017,ARIZONA,4,LAPAZ,12.0,,"11,345,000",ARIZONA_LAPAZ_2017,"12,134,000","8,235,000","13,954,000","102,644","46,967,000",432,517
2017,ARIZONA,4,MARICOPA,13.0,,"113,299,000",ARIZONA_MARICOPA_2017,"34,855,000","30,832,000","110,769,000","257,187","321,507,000","3,205","3,423"
2017,ARIZONA,4,MARICOPA,13.0,,"113,299,000",ARIZONA_MARICOPA_2017,"34,855,000","30,832,000","193,686,000","257,187","321,507,000","3,205","3,423"
2017,ARIZONA,4,PIMA,19.0,,"8,661,000",ARIZONA_PIMA_2017,"6,372,000","4,065,000","10,737,000","40,729","52,313,000",602,949
2017,ARIZONA,4,PIMA,19.0,,"8,661,000",ARIZONA_PIMA_2017,"6,372,000","4,065,000","19,023,000","40,729","52,313,000",602,949
2017,ARIZONA,4,PINAL,21.0,,"97,827,000",ARIZONA_PINAL_2017,"33,755,000","23,859,000","37,040,000","294,103","215,500,000","1,661","2,038"
2017,ARIZONA,4,PINAL,21.0,,"97,827,000",ARIZONA_PINAL_2017,"33,755,000","23,859,000","79,712,000","294,103","215,500,000","1,661","2,038"
2017,ARIZONA,4,SANTA CRUZ,23.0,,"62,000",ARIZONA_SANTA CRUZ_2017,"573,000","1,046,000","921,000","3,182","13,753,000",220,349
2017,ARIZONA,4,SANTA CRUZ,23.0,,"62,000",ARIZONA_SANTA CRUZ_2017,"573,000","1,046,000","4,936,000","3,182","13,753,000",220,349
